url,titol,preu_eur,ubicacio,superficie_construida_m2,superficie_util_m2,habitacions,banys,planta,referencia,data_extraccio
https://www.pisos.com/alquilar/estudio-la_nova_esquerra_de_eixample-40922938625_100500/,,1865,,50 m²,,,,1ª,PAESTUM,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-40924867580_100500/,,2630,,53 m²,,1,,3ª,CANET,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera-40931704097_100500/,,2735,,54 m²,,2,,3ª,ACCIAROLI,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera-40914115451_100500/,,2195,,60 m²,,2,,3ª,POMPEI,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40919390498_100500/,,3530,,60 m²,,1,,5ª,PENDE,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni-40899954484_100500/,,2215,,70 m²,,2,,,KARMA,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample-40929386115_100500/,,3000,,69 m²,,3,,4ª,DABO,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08010-40839373946_100500/,,2495,,76 m²,,2,,2ª,SIWA,2026-04-06
https://www.pisos.com/alquilar/piso-el_camp_en_grassot_gracia_nova08025-40869003255_100500/,,2685,,87 m²,,3,,,CANNETI,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-40899251011_100500/,,3295,,125 m²,,3,,,ALAJAR,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40854786251_100500/,,2610,,49 m²,,1,,3ª,ALHAMILLA,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40923792538_100500/,,2375,,51 m²,,1,,4ª,MONTORO,2026-04-06
https://www.pisos.com/alquilar/atico-la_dreta_de_eixample-40840443893_100500/,,2570,,62 m²,,1,,7ª,ISOLA,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-40906642955_100500/,,2215,,50 m²,,1,,4ª,TAKARI,2026-04-06
https://www.pisos.com/alquilar/piso-la_sagrada_familia-40846875202_100500/,,2560,,70 m²,,2,,3ª,TOKASHI,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-40847216185_100500/,,2785,,63 m²,,1,,3ª,BANTU,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08007-40908361633_100500/,,2655,,50 m²,,1,,1ª,AKETI,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08007-40834683271_100500/,,2275,,60 m²,,2,,3ª,ULINDI,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08007-40912075581_100500/,,2710,,75 m²,,2,,1ª,FARO,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera-40856069188_100500/,,2405,,64 m²,,2,,4ª,CAVA,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40911155416_100500/,,3275,,150 m²,,4,,,ARLET,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40865385459_100500/,,3215,,69 m²,,3,,3ª,VACAR,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40857194408_100500/,,2855,,80 m²,,2,,8ª,BOLIA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-40875282851_100500/,,2195,,63 m²,,2,,2ª,PANO,2026-04-06
https://www.pisos.com/alquilar/piso-el_fort_pienc08013-40884833778_100500/,,2070,,56 m²,,1,,4ª,CELONI,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08037-40853156040_100500/,,3085,,85 m²,,2,,1ª,BAMBUTI,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia-40885299850_100500/,,2620,,65 m²,,1,,,SAHORO,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40855634183_100500/,,3155,,84 m²,,2,,1ª,ENCINA,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni-40898818149_100500/,,2460,,70 m²,,2,,4ª,LOJA,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni-40855606380_100500/,,3045,,107 m²,,3,,4ª,CAMPRO,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40833490276_100500/,,3655,,125 m²,,2,,1ª,ALBORI,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample-40924127728_100500/,,2800,,70 m²,,3,,,OLTRE,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-40838833073_100500/,,3095,,76 m²,,2,,3ª,FIORE,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40835990173_100500/,,2435,,58 m²,,2,,2ª,CADIAR,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40838957603_100500/,,3300,,69 m²,,2,,2ª,ARMILLA,2026-04-06
https://www.pisos.com/alquilar/duplex-el_putxet_el_farro08023-40902662494_100500/,,4495,,212 m²,,4,,,GAUDI,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08037-40901775271_100500/,,3570,,85 m²,,2,,6ª,CAZALLA,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40838171554_100500/,,2415,,69 m²,,3,,3ª,SARE,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-40880164171_100500/,,2625,,98 m²,,2,,1ª,ZONGO,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera-40865516060_100500/,,2175,,56 m²,,2,,1ª,POGEROLA,2026-04-06
https://www.pisos.com/alquilar/estudio-la_vila_de_gracia08012-40926977391_100500/,,2410,,67 m²,,,,5ª,SOFFIO,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40895635653_100500/,,3245,,50 m²,,1,,3ª,ALGAR,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40887441115_100500/,,3150,,93 m²,,2,,2ª,MOUMOUR,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni-40870181909_100500/,,2600,,79 m²,,3,,4ª,TRAMONTO,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40858957190_100500/,,2250,,76 m²,,2,,3ª,BAHARYA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany-40838555443_100500/,,5115,,128 m²,,3,,4ª,GROTTA,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40880379782_100500/,,2755,,66 m²,,2,,2ª,MOJACAR,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40835110206_100500/,,2715,,62 m²,,1,,5ª,GERANIO,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera-40861527862_100500/,,2550,,100 m²,,2,,1ª,CAPACCIO,2026-04-06
https://www.pisos.com/alquilar/piso-el_parc_la_llacuna_del_poblenou-40839702083_100500/,,2095,,69 m²,,2,,,POBLET,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40888954097_100500/,,2445,,63 m²,,2,,4ª,CALA,2026-04-06
https://www.pisos.com/alquilar/piso-les_tres_torres-40924617667_100500/,,3345,,98 m²,,3,,2ª,NAVA,2026-04-06
https://www.pisos.com/alquilar/piso-provencals_del_poblenou08019-40893792318_100500/,,5565,,150 m²,,3,,15ª,PAVOTS,2026-04-06
https://www.pisos.com/alquilar/atico-sant_gervasi_galvany08006-40872161453_100500/,,5075,,90 m²,,3,,8ª,AURA,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany-40885989265_100500/,,5650,,204 m²,,4,,4ª,PRIORAT,2026-04-06
https://www.pisos.com/alquilar/atico-el_fort_pienc08013-40864383111_100500/,,2775,,50 m²,,1,,5ª,OBOKE,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40890347233_100500/,,6060,,146 m²,,3,,5ª,ARJONA,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample-40919147338_100500/,,4095,,150 m²,,3,,3ª,ARAN,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera-40852754282_100500/,,2545,,60 m²,,2,,4ª,PIANO,2026-04-06
https://www.pisos.com/alquilar/atico-eixample_sant_antoni-40844112118_100500/,,2365,,124 m²,,2,,5ª,TRAMONTI,2026-04-06
https://www.pisos.com/alquilar/atico-sant_gervasi_galvany08006-40910834929_100500/,,1890,,81 m²,,1,,6ª,NERJA,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40843614659_100500/,,2605,,105 m²,,2,,5ª,BALAI,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08011-40907345891_100500/,,2315,,65 m²,,1,,2ª,BIESCAS,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample-40920727903_100500/,,4100,,159 m²,,3,,5ª,ATRANI,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera-40917394846_100500/,,2310,,54 m²,,2,,4ª,AGROPOLI,2026-04-06
https://www.pisos.com/alquilar/estudio-la_dreta_de_eixample-40923338815_100500/,,2025,,36 m²,,,,3ª,SERRE,2026-04-06
https://www.pisos.com/alquilar/casa-pedralbes08034-33396296012_101800/,,16000,,511 m²,,5,,,I-00KKS5-W-02S3OG,2026-04-06
https://www.pisos.com/alquilar/piso-pedralbes08034-32594240444_101800/,,2500,,60 m²,,1,,2ª,I-00KIPW-W-02RM1Z,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08010-24186436469_101800/,,7000,,50 m²,,1,,10ª,I-00K7YS-W-02P1GL,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample-63392761436_106400/,,1100,,60 m²,,1,,,181872468-Provença 62,2026-04-06
https://www.pisos.com/alquilar/piso-provencals_del_poblenou08019-62523637776_108900/,,503000,,99 m²,,2,,6ª,17113,2026-04-06
https://www.pisos.com/alquilar/piso-provencals_del_poblenou08019-62507491003_108900/,,478000,,89 m²,,2,,2ª,17111,2026-04-06
https://www.pisos.com/alquilar/piso-barcelona_capital_eixample-62559605130_106700/,,3500,,50 m²,,1,,,Corsega 1,2026-04-06
https://www.pisos.com/alquilar/estudio-barcelona_capital_eixample-62538123156_106700/,,3500,,31 m²,,,,,EST_54,2026-04-06
https://www.pisos.com/alquilar/atico-pedralbes08034-50918887246_109300/,,17000,,600 m²,,5,,,17090,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta08003-63428492578_109200/,,1600,,70 m²,,,,,ut1063410,2026-04-06
https://www.pisos.com/alquilar/piso-el_carmel08032-63426539843_109200/,,1190,,65 m²,,,,,ut1652969,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08002-63430042788_109200/,,2281,,78 m²,,,,,ut1688664,2026-04-06
https://www.pisos.com/alquilar/piso-el_barri_gotic08002-63423864671_109200/,,2300,,130 m²,,,,,ut1076693,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08004-63345046996_109200/,,1464,,65 m²,,,,,ut1107268,2026-04-06
https://www.pisos.com/alquilar/piso-el_coll08023-63376324464_109200/,,1260,,27 m²,,,,,ut1655232,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08015-63346455531_109200/,,1050,,60 m²,,,,,ut1047412,2026-04-06
https://www.pisos.com/alquilar/piso-el_barri_gotic08002-63425737285_109200/,,1970,,62 m²,,,,,ut1243530,2026-04-06
https://www.pisos.com/alquilar/piso-el_besos_el_maresme08019-63350355412_109200/,,1430,,24 m²,,,,,ut1615611,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08001-63416149058_109200/,,1390,,54 m²,,,,,ut1325049,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08001-63343046110_109200/,,1260,,83 m²,,,,,ut1683056,2026-04-06
https://www.pisos.com/alquilar/piso-el_camp_en_grassot_gracia_nova08025-63350161721_109200/,,1650,,57 m²,,,,,ut1569120,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08001-63344180843_109200/,,800,,35 m²,,,,,ut1241232,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08001-63387792563_109200/,,1300,,52 m²,,,,,ut1563988,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-63412781500_109200/,,1100,,35 m²,,,,,ut1493782,2026-04-06
https://www.pisos.com/alquilar/estudio-la_font_en_fargues08032-52584663685_104700/,,1400,,55 m²,,,,,20342,2026-04-06
https://www.pisos.com/alquilar/atico-sant_gervasi_galvany08021-63375790296_101800/,,4000,,95 m²,,2,,5ª,I-04992F-W-04992F,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta08003-63363299469_106500/,,2425,,65 m²,,2,,2ª,83533402-83533402,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta-63375045985_106500/,,2125,,40 m²,,2,,4ª,104656859-104656859,2026-04-06
https://www.pisos.com/alquilar/piso-provencals_del_poblenou08018-63387850823_106500/,,2835,,60 m²,,2,,,111065101-111065101,2026-04-06
https://www.pisos.com/alquilar/piso-sants_montjuic_sants-63386836929_106500/,,1975,,70 m²,,3,,,109746259-109746259,2026-04-06
https://www.pisos.com/alquilar/piso-el_barri_gotic08002-63337911559_106500/,,2350,,90 m²,,2,,1ª,95076967-95076967,2026-04-06
https://www.pisos.com/alquilar/piso-sant_marti_el_poblenou-63403716798_106500/,,2270,,35 m²,,1,,,111065158-111065158,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta-63412498619_106500/,,1990,,35 m²,,1,,,111065167-111065167,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta-63415737029_106500/,,2050,,38 m²,,1,,2ª,104379848-104379848,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-63404240319_109200/,,1368,,41 m²,,,,,ut1688668,2026-04-06
https://www.pisos.com/alquilar/atico-antiga_esquerra_de_eixample08007-63429949388_101800/,,1690,,40 m²,,1,,5ª,I-0497IS-W-0497IS,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08010-63387460410_108900/,,1675,,90 m²,,3,,4ª,0800-005386,2026-04-06
https://www.pisos.com/alquilar/atico-la_dreta_de_eixample08008-63361245248_522145/,,9000,,395 m²,,5,,4ª,000920,2026-04-06
https://www.pisos.com/alquilar/atico-el_raval08001-63356404367_101800/,,1380,,36 m²,,1,,4ª,I-0498CO-W-0498CO,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-63423007285_106500/,,3050,,75 m²,,2,,5ª,102371095-102371095,2026-04-06
https://www.pisos.com/alquilar/piso-les_tres_torres08017-63432027368_106500/,,3100,,90 m²,,3,,1ª,83235859-83235859,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-63377298150_106500/,,5500,,120 m²,,2,,,97946248-97946248,2026-04-06
https://www.pisos.com/alquilar/piso-sant_marti_el_poblenou-63337949654_106500/,,2270,,35 m²,,1,,4ª,104484796-104484796,2026-04-06
https://www.pisos.com/alquilar/piso-el_barri_gotic08002-63430548637_106500/,,2875,,110 m²,,2,,2ª,103559660-103559660,2026-04-06
https://www.pisos.com/alquilar/piso-el_fort_pienc08013-63355702979_109200/,,2400,,40 m²,,,,,ut1041055,2026-04-06
https://www.pisos.com/alquilar/piso-diagonal_mar_el_front_maritim_del_poblenou08019-62551645126_100500/,,3950,,116 m²,,3,,18ª,JAL0143/3568,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany-62501049441_106400/,,1553,,89 m²,,3,,1ª,189019760-tavern primero,2026-04-06
https://www.pisos.com/alquilar/piso-el_poble_sec08004-62557128938_106400/,,1200,,50 m²,,1,,,107536581-santpau1hb,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08007-62519263906_101800/,,2300,,75 m²,,2,,4ª,I-048L6E-W-048L6E,2026-04-06
https://www.pisos.com/alquilar/estudio-la_vila_de_gracia08012-62518358426_101800/,,1800,,45 m²,,1,,,I-048DPQ-W-048DPQ,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-62555455206_106600/,,2500,,83 m²,,3,,,111050716-111050716,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-62594078302_106600/,,2100,,83 m²,,2,,,111053658-111053658,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62550091170_109200/,,2850,,75 m²,,,,,ut1697824,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08029-62519277207_109200/,,2442,,85 m²,,,,,ut1688667,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62570353229_109200/,,2550,,60 m²,,,,,ut1697822,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08001-62521086909_109200/,,1580,,64 m²,,,,,ut1569656,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-62520121280_109200/,,2850,,62 m²,,,,,ut1697841,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62599520657_109200/,,3000,,75 m²,,,,,ut1697820,2026-04-06
https://www.pisos.com/alquilar/piso-el_poble_sec08004-62509303625_101800/,,1650,,58 m²,,1,,2ª,I-0496HR-W-0496HR,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08007-62591502461_101800/,,3750,,136 m²,,4,,,I-0497I0-W-0497I0,2026-04-06
https://www.pisos.com/alquilar/apartamento-sarria_sant_gervasi_sarria08034-62591789670_101800/,,6000,,252 m²,,4,,,I-048X3J-W-048X3J,2026-04-06
https://www.pisos.com/alquilar/piso-el_fort_pienc08013-62578672933_101800/,,1890,,69 m²,,2,,,I-04953R-W-04953R,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta08003-62511966638_101800/,,1350,,35 m²,,1,,3ª,I-0496HQ-W-0496HQ,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-62525076494_101800/,,5950,,215 m²,,5,,,I-048R02-W-048R02,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-62537326581_106500/,,1125,,68 m²,,4,,1ª,189225146-153145,2026-04-06
https://www.pisos.com/alquilar/piso-les_tres_torres-62589958535_106500/,,4185,,240 m²,,5,,,28604443-mpa348,2026-04-06
https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08015-62523187948_106600/,,2100,,105 m²,,2,,,111032874-111032874,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62599186268_109200/,,2850,,75 m²,,,,,ut1697474,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62509505247_109200/,,2850,,75 m²,,,,,ut1697515,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62570727982_109200/,,3000,,76 m²,,,,,ut1697521,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62555173216_109200/,,2700,,75 m²,,,,,ut1697467,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62587506865_109200/,,3000,,76 m²,,,,,ut1697526,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62579622105_109200/,,2850,,76 m²,,,,,ut1697488,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62592330468_109200/,,3000,,60 m²,,,,,ut1697502,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62575228843_109200/,,3000,,75 m²,,,,,ut1697471,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62597524893_109200/,,2550,,75 m²,,,,,ut1697506,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62506918072_109200/,,3750,,60 m²,,,,,ut1697510,2026-04-06
https://www.pisos.com/alquilar/piso-gracia_la_salut08024-62584879013_109200/,,2550,,60 m²,,,,,ut1697475,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08008-62548943726_101800/,,2700,,107 m²,,2,,2ª,I-049668-W-049668,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08010-62543640782_101800/,,2550,,117 m²,,2,,,I-04965R-W-04965R,2026-04-06
https://www.pisos.com/alquilar/atico-sant_gervasi_galvany08021-62571241227_101800/,,10000,,170 m²,,4,,9ª,I-0488CH-W-0488CH,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta-62578878881_100200/,,795,,35 m²,,2,,4ª,260371,2026-04-06
https://www.pisos.com/alquilar/piso-la_vall_hebron08035-62596387896_101800/,,1930,,134 m²,,3,,,I-048U8S-W-048U8S,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio08029-62571576379_109200/,,2850,,65 m²,,,,,ut1697017,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio08029-62524991841_109200/,,2550,,40 m²,,,,,ut1697008,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio08029-62539579903_109200/,,3000,,50 m²,,,,,ut1697013,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio08029-62552695222_109200/,,3000,,65 m²,,,,,ut1697011,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio08029-62541383146_109200/,,3000,,62 m²,,,,,ut1697014,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08001-62594808607_109200/,,1200,,55 m²,,,,,ut1352074,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio08029-62595732278_109200/,,3000,,60 m²,,,,,ut1697012,2026-04-06
https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08034-62519697610_101800/,,2950,,170 m²,,3,,,I-0495BT-W-0495BT,2026-04-06
https://www.pisos.com/alquilar/piso-la_sagrada_familia08025-62559988836_101800/,,2000,,85 m²,,4,,1ª,I-0492ZR-W-0492ZR,2026-04-06
https://www.pisos.com/alquilar/duplex-barcelona_capital-62513530892_106600/,,2906,,170 m²,,3,,,1109,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-62525212335_109200/,,3150,,55 m²,,,,,ut1696849,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-62583096113_109200/,,2850,,55 m²,,,,,ut1696862,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-62595762686_109200/,,3300,,65 m²,,,,,ut1697001,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-62542091458_109200/,,2850,,55 m²,,,,,ut1696998,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-62538772926_109200/,,2850,,55 m²,,,,,ut1696996,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08009-62593811423_109200/,,3300,,90 m²,,,,,ut1696156,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-62554361551_109200/,,2850,,55 m²,,,,,ut1696835,2026-04-06
https://www.pisos.com/alquilar/piso-les_corts_barrio08029-62580219445_109200/,,3000,,65 m²,,,,,ut1697005,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-62517715639_109200/,,3000,,65 m²,,,,,ut1696845,2026-04-06
https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-62588507750_109200/,,3150,,65 m²,,,,,ut1696817,2026-04-06
https://www.pisos.com/alquilar/piso-les_tres_torres08021-62533642594_101800/,,4700,,220 m²,,5,,,I-0492J3-W-0492J3,2026-04-06
https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08009-62582951331_109200/,,3750,,75 m²,,,,,ut1696361,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-62509386749_109200/,,2700,,57 m²,,,,,ut1696559,2026-04-06
https://www.pisos.com/alquilar/piso-la_marina_del_prat_vermell_zona_franca_port08038-62534322675_108900/,,1900,,60 m²,,1,,1ª,0802-005376,2026-04-06
https://www.pisos.com/alquilar/piso-ciutat_vella_la_barceloneta08003-62573873913_531427/,,1340,,84 m²,,3,,4ª,000012,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-62569121066_101800/,,6400,,234 m²,,4,,,I-04912F-W-04912F,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08010-62562727197_101800/,,8000,,220 m²,,3,,,I-048ZCU-W-048ZCU,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08001-53370075459_104700/,,1000,,62 m²,,2,,,464497,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-62517188643_109200/,,2700,,55 m²,,,,,ut1696183,2026-04-06
https://www.pisos.com/alquilar/piso-sants_montjuic_la_bordeta08014-62548443780_109200/,,1390,,65 m²,,,,,ut760851,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08001-62517907980_109200/,,1350,,67 m²,,,,,ut1056021,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-62561235363_109200/,,3950,,130 m²,,,,,ut1696197,2026-04-06
https://www.pisos.com/alquilar/piso-el_raval08001-62561171465_109200/,,1490,,65 m²,,,,,ut1145200,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-62527560942_101800/,,3224,,136 m²,,2,,4ª,I-048W7Z-W-048W7Z,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-62559996379_101800/,,3022,,104 m²,,1,,4ª,I-048W7W-W-048W7W,2026-04-06
https://www.pisos.com/alquilar/piso-la_sagrada_familia08025-62505631913_109200/,,3300,,67 m²,,,,,ut1695938,2026-04-06
https://www.pisos.com/alquilar/piso-la_sagrada_familia08025-62568667272_109200/,,3300,,67 m²,,,,,ut1695935,2026-04-06
https://www.pisos.com/alquilar/piso-la_sagrada_familia08025-62536007349_109200/,,3000,,57 m²,,,,,ut1695945,2026-04-06
https://www.pisos.com/alquilar/piso-la_sagrada_familia08025-62555614583_109200/,,3200,,57 m²,,,,,ut1695932,2026-04-06
https://www.pisos.com/alquilar/piso-eixample_sant_antoni08015-62543174059_109200/,,1290,,90 m²,,,,,ut1031052,2026-04-06
https://www.pisos.com/alquilar/piso-el_fort_pienc08013-62598192402_109200/,,3126,,75 m²,,,,,ut1695974,2026-04-06
https://www.pisos.com/alquilar/piso-la_sagrada_familia08025-62520502060_109200/,,3100,,57 m²,,,,,ut1695927,2026-04-06
https://www.pisos.com/alquilar/piso-la_vila_olimpica_del_poblenou08005-62591657350_101800/,,2298,,71 m²,,2,,2ª,I-04910M-W-04910M,2026-04-06
https://www.pisos.com/alquilar/piso-el_fort_pienc08013-62541628700_109200/,,1350,,95 m²,,,,,ut1683605,2026-04-06
https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-62586090258_101800/,,2700,,75 m²,,3,,1ª,I-0490CP-W-0490CP,2026-04-06
https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-62512717759_109200/,,2400,,60 m²,,,,,ut1379494,2026-04-06
https://www.pisos.com/alquilar/piso-el_fort_pienc08010-62541862078_109200/,,3800,,86 m²,,,,,ut1612875,2026-04-06
